id,lat,long,project_type,name,description,location,lga,cwlth_state_funding,project_status,recovery_type
1123,-27.25642271,152.0747278,Local Economic Recovery Funding,Crows Nest Mountain Bike Mecca and Escarpment Escape Project,"The project will support development of a trail network in the Crows Nest area for recreational use, with the overall aim of increasing both local and tourist visitation to the region.",Crows Nest (Qld),Toowoomba (R),"Up to $106,242",In progress,Environment
1124,-24.85004959,152.2957127,Local Economic Recovery Funding,Washpool Creek Naturalisation Project,"The project will support the environmental and social recovery through the naturalisation of Washpool Creek stormwater system, including revegetation to improve water quality.",,Bundaberg (R),Up to $2.78 million,In progress,Environment
1125,-28.40552515,151.8858125,Local Economic Recovery Funding,Smart Water Meters,"The project will support the installation of smart metering technology in Stanthorpe to ensure ongoing water reliability / security, and better prepare the community for future climate and natural hazard conditions.",,Southern Downs (R),"Up to $940,000",In progress,Infrastructure
1126,-27.0089366,152.4252133,Local Economic Recovery Funding,Brisbane Valley Rail Trail Improvements - Stage 2,"The project will fund Stage 2 of the Brisbane Valley Rail Trail to upgrade multiple sites along the Brisbane Valley Rail Trail (Esk and Toogoolawah), including the addition of solar lighting and all-ability access.",Multiple,Somerset (R),Up to $1.50 million,Not yet commenced,Infrastructure
1127,-26.69618141,152.8983519,Local Economic Recovery Funding,Train Sunshine Coast - A soft infrastructure initiative to maximise use of regional sporting assets and industry capabilities,"The project will fund soft infrastructure to maximise the use of regional sporting assets and industry capabilities, with the aim to position the Sunshine Coast as a premier destination for high performance sports training.",Multiple,Sunshine Coast (R),Up to $1.34 million,In progress,Economic
1128,-38.31610456,146.4235876,Local Economic Recovery Funding,Microenterprise Development Program,"The program, based on a successful pilot program in the Latrobe Valley, will support services to help people develop, finance and launch their own business - support to access to microfinance, business planning, and ongoing coaching and mentoring.",Multiple,Multiple Vic,Up to $1.00 million,Not yet commenced,Economic
1129,-37.27444392,145.4113101,Local Economic Recovery Funding,Taungurung Bushfire Recovery Economic Prosperity Program,The program will support Aboriginal cultural tourism opportunities on Taungurung Country (in the North East) and establish the regional cultivation of mountain pepper - an in-demand ‘superfood' used by Aboriginal people for generations.,Multiple,Multiple Vic,Up to $1.00 million,Not yet commenced,Economic
1130,-37.85984884,147.5870942,Local Economic Recovery Funding,Growing Regional Opportunities for Work (GROW) Gippsland,"This project will fund the expansion of Growing Regional Opportunities for Work (GROW) Gippsland, a collaborative program owned by local businesses which redirects procurement spend towards local suppliers and creates jobs through inclusive employment.",Multiple,Multiple Vic,"Up to $500,000",Not yet commenced,Economic
1131,-36.94439915,147.6165955,Local Economic Recovery Funding,Gippsland and High Country Visitor Re-activation Program,"The program will provide additional funding for Tourism North East and Destination Gippsland, enabling them to undertake cooperative marketing activities, provider industry support and support promotion after bushfires and COVID-19.",Multiple,Multiple Vic,Up to $1.96 million,Not yet commenced,Economic
1132,-37.26030374,144.7129087,Local Economic Recovery Funding,Regional Collections Digitisation Roadshow,"The project will support Creative Victoria to undertake two roadshows (in the Gippsland and Hume regions), for the preservation of precious documents and objects in bushfire-prone regions.",Multiple,Multiple Vic,"Up to $160,000",Not yet commenced,Economic
1133,-38.42975184,145.973212,Local Economic Recovery Funding,Victorian Apprenticeship Bushfire Recovery Program,"The program will fund an extension of the Victorian Apprenticeship Bushfire Recovery Program, creating 40 new apprenticeship and traineeship positions for young people in East Gippsland and North East bushfire-affected regions.",Multiple,Multiple Vic,Up to $1.28 million,Not yet commenced,Economic
1134,-37.25823213,143.5162926,Local Economic Recovery Funding,On-Farm Recovery Support Services - building more resilient farm businesses,"The program will fund on-farm recovery support services, linking farmers with dedicated agricultural recovery experts to assist with pasture recovery, ground cover management and revegetation, soil health, erosion, farm water supplies and quality, risk and resilience planning (including fire preparedness), and mental health and wellbeing.",Multiple,Multiple Vic,Up to $2.10 million,Not yet commenced,Economic
1135,-36.35445047,147.5988579,Local Economic Recovery Funding,Walwa Services Memorial Hall Revitalisation Project,"The project will fund upgrades to the Walwa Services Memorial Hall building's utilities and standalone emergency refuge functions, so it has the amenities and facilities required for an emergency relief centre.",Walwa,Towong (S),"Up to $473,838",Not yet commenced,Infrastructure
1136,-36.35445047,147.5988579,Local Economic Recovery Funding,"Towong Soldiers ""Our Place""","The project will refurbish the Towong Soldiers Memorial Hall, including upgrades to make the hall a more accessible and comfortable meeting place.",Towong,Towong (S),"Up to $544,645",Not yet commenced,Infrastructure
1137,-37.37377927,147.8243195,Local Economic Recovery Funding,Tambo Crossing Community Facility,The project will fund the development of a multi-purpose community facility in Tambo Crossing that is accessible and flexible to the needs of the community.,Tambo,East Gippsland (S),"Up to $426,048",In progress,Infrastructure
1138,-36.35445047,147.5988579,Local Economic Recovery Funding,Upper Murray Place Based Power Plan - Energy Nodes Project,"The project will help to protect residences across Towong Shire against power outages - via the installation of Energy Nodes (consisting of solar power, batteries, generators and smart energy controllers) for key community assets.",Multiple,Towong (S),"Up to $800,000",Not yet commenced,Infrastructure
1139,-37.25090152,147.7236239,Local Economic Recovery Funding,Community connection and resilience through our facilities,"The project will upgrade the Wulgulmerang sports ground, Gelantipy Hall, Buchan recreation reserve and the Buchan Hall, improving community connection and resilience.",Buchan,East Gippsland (S),"Up to $118,127",Not yet commenced,Infrastructure
1140,-37.48239557,149.5437627,Local Economic Recovery Funding,Genoa Tennis Courts Upgrade,The project will fund major upgrades to the Genoa Tennis Courts to accommodate basketball and netball .The courts play a critical role in bringing the community together and building social cohesion.,Genoa,East Gippsland (S),"Up to $184,617",Not yet commenced,Infrastructure
1141,-37.81431341,147.8687428,Local Economic Recovery Funding,Swan Reach Netball Court Repair and Upgrade,The project will repair and upgrade Swan Reach netball courts damaged when the recreation reserve was used as a base for firefighting operations.,Swan Reach (Vic),East Gippsland (S),"Up to $114,688",Not yet commenced,Infrastructure
1142,-36.18316858,147.9016549,Local Economic Recovery Funding,"Game, Set, Match - Corryong Tennis Hub","The project will upgrade the Corryong tennis facility to an eight-court central tennis hub for the Upper Murray region, allowing the facility to host a summer competition.",Corryong,Towong (S),"Up to $387,384",Not yet commenced,Infrastructure
1143,-36.35243403,146.9933784,Local Economic Recovery Funding,Kergunyah Hall Upgrades,"The project will upgrade the Kergunyah Hall to allow greater inclusion for elderly, those less mobile or those with a disability. Kergunyah Hall is the only community space in Kergunyah and surrounds.",Kergunyah,Indigo (S),"Up to $295,860",In progress,Infrastructure
1144,-37.77167946,148.6873187,Local Economic Recovery Funding,Triangle Park (Marlo) Playground Upgrade,"The project will upgrade the Marlo Triangle Park playground, including the installation of traffic calming measures and a pedestrian crossing over Marlo Road.",Marlo,East Gippsland (S),"Up to $115,000",Not yet commenced,Infrastructure
1145,-37.69331536,148.0201791,Local Economic Recovery Funding,Nowa Nowa Boat Ramp Jetty Upgrade,"The project will upgrade the Nowa Nowa Boat ramp to allow access all year round, a key drawcards to bring tourists back to this small town.",Nowa Nowa,East Gippsland (S),"Up to $75,000",Not yet commenced,Infrastructure
1146,-36.85356886,146.9741716,Local Economic Recovery Funding,Jean Francois Rupp Ta Alpine Nature Experience Auspice Mount Hotham Management Board,"The project will fund Jean Francois Rupp Ta Alpine Nature Experience, to help improve the current surface and drainage on Possum loop track and Dargo lookout trail. The work will allow use of the trail all year round, encouraging more visitors to the region.",Mount Hotham Village,Unincorporated Vic,"Up to $189,000",Not yet commenced,Infrastructure
1147,-35.37801723,148.3916666,Local Economic Recovery Funding,Omeo Rodeo Facility Upgrade,"The project will upgrade the Omeo Rodeo Ground and adjacent saleyards, enabling the facility to host more frequent events.",Omeo,East Gippsland (S),"Up to $341,600",In progress,Infrastructure
1148,-34.27801723,148.3916666,Local Economic Recovery Funding,Recovery & Resilience Building for Children with Additional Needs and their Families,The project will fund a position to support recovery and resilience building for children with additional needs and their families in East Gippsland.,Multiple,East Gippsland (S),"Up to $140,000",Not yet commenced,Human/Social
1149,-37.67801723,149.2916666,Local Economic Recovery Funding,Livingstone Park Omeo,"The project will revitalise and modernise community facilities at Livingstone Park, creating a<U+202F>much improved<U+202F>public space for the local community to come together.",Omeo,East Gippsland (S),"Up to $924,690",Not yet commenced,Infrastructure
1150,-24.86694236,152.3509109,Local Economic Recovery Funding,Mobile Firefighting Equipment,"The project will invest in additional mobile firefighting equipment in Bundaberg, including water trailers, water spray units (for utility vehicles) and fire fighting tools.
",Bundaberg,Bundaberg (R),"Up to $178,457",In progress,Environment
1151,-26.04104455,153.0353396,Local Economic Recovery Funding,Rainbow Beach Izone Fire Enhancement,"The project will fund works to enhance the fire control lines adjacent to the Rainbow Beach Township within the Cooloola and Great Sandy National Parks, for practical purposes and use as walking trails.",Cooloola,Gympie (R),"Up to $30,000",Not yet commenced,Environment
1152,-26.9139642,153.1127756,Local Economic Recovery Funding,Bribie Island Fireline and Access Tracks,The project will fund works to enhance the fire control lines on Bribie Island and build walking trails to encourage tourism within the area.,Bribie Island North,Sunshine Coast (R),"Up to $205,000",In progress,Environment
1153,-25.98503296,152.9978686,Local Economic Recovery Funding,Cooloola Cove community protection,"The project will fund works to enhance the fire control lines adjacent to the Cooloola Cove area within the Cooloola and Great Sandy National Parks, for practical purposes and use as walking trails.",Cooloola Cove,Gympie (R),"Up to $47,500",Not yet commenced,Environment
1154,-16.91253432,145.557831,Local Economic Recovery Funding,Bilwon State Forest - fireline and non vehicle visitor access,"The project will fund works to enhance the fire control lines adjacent to the Mareeba, Biboohra and Koah, which border the Bilwon State Forest, for practical purposes and use as walking trails.",Multiple,Mareeba (S),"Up to $204,000",In progress,Environment
1155,-24.17890537,151.8859249,Local Economic Recovery Funding,Joseph Banks Conservation Park - Walking the Cultural Landscape,The project will upgrade 2.5km of walking tracks and visitor signage in Conservation Park to halt erosion and encourage local Indigenous and non-Indigenous tourism.,Town of Seventeen Seventy,Gladstone (R),"Up to $131,824",Not yet commenced,Environment
1156,-24.17890537,151.8859249,Local Economic Recovery Funding,Cooloola Great Walk Revitalisation,"The project will upgrade tourism infrastructure in Great Sandy National Park, including public campsite facilities and the Cooloola Great Walk.",Noosa,Gympie (R),"Up to $701,376",In progress,Environment
1157,-23.04444782,150.7432663,Local Economic Recovery Funding,Stoney Creek Road upgrade - Byfield National Park,"The project will upgrade Stoney Creek Road, a key national park and state forest access road, providing reliable and safe access to visitors and supporting growth of tourism.",Farnborough,Livingstone (S),"Up to $495,000",Not yet commenced,Environment
1158,-24.33215314,151.5649995,Local Economic Recovery Funding,"Replacement of Timber Bridge on Bindaree Road, Miriam Vale","The project will replace a timber bridge on Bindaree Road in Miriam Vale to enhance access for local communities, drive socio-economic recovery and reduce bushfire risk.",Miriam Vale,Gladstone (R),Up to $1.61 million,In progress,Infrastructure
1159,-26.15030245,152.8253523,Local Economic Recovery Funding,"Bridge No. 37 Replacement, Ryan Road","The project will replace an old timber bridge with a stronger concrete bridge on Ryan road in Gympie to enhance access for local communities, drive socio-economic recovery and reduce bushfire risk.",Wolvi,Gympie (R),"Up to $585,000",In progress,Infrastructure
1160,-26.2040844,152.5287459,Local Economic Recovery Funding,"Bridge No. 52 Replacement, Glastonbury Creek Road","The project will replace an old timber bridge with a stronger concrete bridge on Glastonbury Creek road in Gympie to improve transport connections, drive socio-economic recovery and reduce bushfire risk.",Glastonbury,Gympie (R),"Up to $630,000",In progress,Infrastructure
1161,-26.22030274,152.407922,Local Economic Recovery Funding,"Bridge No. 54 Replacement, Widgee Crossing Road","The project will replace an old timber bridge with a stronger concrete bridge on Widgee Crossing road in Gympie to enhance access for local communities, drive socio-economic recovery and reduce bushfire risk.",Widgee,Gympie (R),"Up to $837,000",In progress,Infrastructure
1162,-27.60253103,152.8735022,Local Economic Recovery Funding,Citywide Resilience and Preparedness project,"The project will develop and coordinate the delivery of a suite of practical activities to support disaster planning, response capability and resilience of Ipswich residents.",Multiple,Ipswich (C),"Up to $262,020",In progress,Human/Social
1163,-27.56356671,152.2799655,Local Economic Recovery Funding,Digital Signage,"The project will fund the installation of digital signage to help direct people to local events, and tourist and recreational opportunities within the Lockyer Valley.",Multiple,Lockyer Valley (R),"Up to $425,000",In progress,Economic
1164,-28.19448884,152.8034997,Local Economic Recovery Funding,Achieving Business Development - Scenic Rim Entrepreneurial Hub Online Program,The project will develop and deliver a 12-week business support webinar program for businesses on the Scenic Rim to assist them in overcoming barriers to starting and growing their businesses and ventures.,Multiple,Scenic Rim (R),"Up to $30,000",Not yet commenced,Economic
1165,-28.08972087,152.9362138,Local Economic Recovery Funding,Business and Industry Development through the Scenic Rim Supply Chain Capability Program,"The project will deliver a series of workshops to increase the skills and capability of local industry and suppliers, assisting them to maximise opportunities to become part of the supply chain for large scale projects.",Multiple,Scenic Rim (R),"Up to $46,088",Not yet commenced,Economic
1166,-27.94223222,153.1936746,Local Economic Recovery Funding,Refurbish Tambourine Mountain Library,"The project will refurbish and expand the Tamborine Mountain Library, to enable the expansion of services and programs provided to the community.",Tamborine Mountain,Scenic Rim (R),Up to $2.14 million,In progress,Human/Social
1167,-27.25924519,152.420375,Local Economic Recovery Funding,Local Business Recovery Officer,"The project will engage a Local Business Recovery Officer to liaise directly with local businesses and tourism operators, to facilitate recovery initiatives and promote regional development and investment opportunities.",Esk (Qld),Somerset (R),"Up to $400,000",In progress,Economic
1168,-27.09372153,152.3678797,Local Economic Recovery Funding,Somerset Green Army - Bushfire Resilience Activities,"The project will provide the opportunity for up to 44 people to participate in ""Green Army' environmental recovery teams to develop skills, gain accredited training, and contribute to the recovery of the local environment.
",Multiple,Somerset (R),Up to $1.30 million,In progress,Environment
1169,-27.25642271,152.0747278,Local Economic Recovery Funding,Community Resilience and Development officer,The project will engage a Community Development and Resilience Officer to provide social support and community development services.,Crows Nest (Qld),Toowoomba (R),"Up to $222,773",In progress,Human/Social
1170,-27.55982835,151.9506724,Local Economic Recovery Funding,Brisbane Valley Rail Trail - Recreational Infrastructure Upgrade,"The project will fund infrastructure improvements along the Yarraman to Nukku section of the Brisbane Valley Rail Trail, boosting tourism and local recreation opportunities.",,Toowoomba (R),"Up to $240,000",In progress,Infrastructure
1171,-37.16704021,148.6479817,Local Economic Recovery Funding,Gippsland Dark Skies Visitor Trail,The project will support the development of tourism products connecting 11 East Gippsland and Wellington destinations (along a Gippsland Dark Skies Visitor Trail) that provide exceptional observational sites.,Multiple,East Gippsland (S),"Up to $267,000",Not yet commenced,Economic
1172,-37.85345199,147.9996142,Local Economic Recovery Funding,Old Slipway Activation: Lakes Entrance,"The project will fund the design and redevelopment of the iconic Old Slipway in Lakes Entrance, to grow the site as a commercial business precinct.",Lakes Entrance,East Gippsland (S),"Up to $562,000",Not yet commenced,Economic
1173,-37.70229,147.8336,Local Economic Recovery Funding,Bruthen Streetscape Enhancements,"The project will fund enhancements to the Bruthen streetscape, to improve the functionality of the main street and  public spaces to bring more people to local businesses, and encouraging visitors and travellers to stop.",Bruthen,East Gippsland (S),Up to $1.01 million,Not yet commenced,Economic
1174,-37.41614216,148.1447539,Local Economic Recovery Funding,Buchan Streetscape and Local Link Improvements,"The project will revitalise and improve the Buchan streetscape, enhancing the appeal of the town centre and encouraging visitors and travellers to stop.",Buchan,East Gippsland (S),Up to $2.80 million,Not yet commenced,Economic
1175,-37.87937,147.83356,Local Economic Recovery Funding,Metung Hot Springs,The project will support the first stage of the Metung Hot Springs tourism development - including upgrades to key transport infrastructure (both land and water based) activity hubs.,Metung,East Gippsland (S),Up to $1.50 million,Not yet commenced,Economic
1176,-37.88065,147.8596,Local Economic Recovery Funding,Riviera Nautic Jetties Redevelopment,The project will support the redevelopment and expansion of Riviera Nautic jetty infrastructure to  increase boat berthing capacity from 19 boats to 29 boats.,Metung,East Gippsland (S),"Up to $190,000",Not yet commenced,Economic
1177,-37.51016214,149.7996423,Local Economic Recovery Funding,Rebuild of Mallacoota Abalone Limited Processing Facility - Stage 2,"The project will help rebuild the Mallacoota Abalone processing facility, which was impacted by fire, including an area for tasting and retail sales.",Mallacoota,East Gippsland (S),Up to $3.00 million,Not yet commenced,Economic
1178,-37.36801723,146.2916666,Local Economic Recovery Funding,Great River Road - Stage 2,"The project will fund tourism infrastructure to boost visitation along the Great River Road, a key touring route along the edge of the Murray River and the gateway of Towong Shire.",Multiple,Towong (S),Up to $5.00 million,Not yet commenced,Economic
1179,-36.73982,146.99617,Local Economic Recovery Funding,Cycle Tourism & Accommodation Redevelopment,"The project will support the redevelopment of Bright Velo tourism accomodation, to cater for all kinds of outdoor sports (running, cycling, skiing, walking and paragliding) which are very popular in the Alpine Shire.",Bright,Alpine (S),"Up to $375,000",Not yet commenced,Economic
1180,-37.77167946,148.6873187,Local Economic Recovery Funding,Sailors Grave Brewing - Dune Town,The project will help relocate and expand Sailors Grave Brewing to develop agri-tourism on the coastal touring route (via Cape Conran).,Marlo,East Gippsland (S),Up to $2.35 million,Not yet commenced,Economic
1181,-36.35445047,147.5988579,Local Economic Recovery Funding,Upper Murray Place-Based Power Plan,"The project will invest in place-based energy nodes which use the capacities of solar power, batteries, back-up generators and smart energy control devices to protect residents against power outages in various towns across the Towong Shire.",Multiple,Towong (S),Up to $2.17 million,Not yet commenced,Economic
1182,-37.70714491,147.8625167,Local Economic Recovery Funding,Tambo Valley Honey Shop,The project will support Tambo Valley Honey to develop an agri-tourism experience and commercial honey shop in the heart of Bruthen.,Bruthen,East Gippsland (S),"Up to $400,000",Not yet commenced,Economic
1183,-37.20042706,146.2068357,Local Economic Recovery Funding,Operation Gamechanger - Project Retreat,"The project will support Mansfield Autism Statewide Services to develop on-site family accommodation units, adjacent to a new conference facility and associated infrastructure.",Mansfield,Mansfield (S),Up to $1.35 million,Not yet commenced,Economic
1184,-36.69482059,146.4044035,Local Economic Recovery Funding,NE Victoria Vineyard Smoke Sensor Network,The project will support Wines of the King Valley to develop a smoke sensor network that will help wine makers make informed decisions.,King Valley,Indigo (S),"Up to $870,000",Not yet commenced,Economic
1185,-36.97745,147.13293,Local Economic Recovery Funding,Mt Hotham Snow Play and Activity Hub,"The project will provide funding to support development of a new visitor and activity centre comprising a day centre, service counter, retail offerings and a café/kiosk.",Mt Hotham Alpine Resort,Unincorporated Vic,Up to $2.50 million,Not yet commenced,Economic
1186,-37.01202406,147.158386,Local Economic Recovery Funding,Great Alpine High Country Connectivity: Dargo High Plains Road Upgrade,The project will fund new and upgraded infrastructure along the Dargo High Plains Road to enable the road to be opened longer either side of the winter snow season.,Dargo High Plains Road,Alpine (S),Up to $2.60 million,Not yet commenced,Economic
1187,-36.68223553,146.9208523,Local Economic Recovery Funding,Alpine Hotel Redevelopment,The project will help redevelop the iconic Alpine Hotel in Bright as a corporate and event centre. Funding will be used for the repair of the primary building elements prior to any other work starting.,Bright,Alpine (S),"Up to $600,000",Not yet commenced,Economic
1188,-36.87313671,147.2366941,Local Economic Recovery Funding,Lakeside Trailhead and Foreshore Redevelopment,"The project will support Falls Creek Alpine Resort to redevelop the lakeside trailhead and foreshore to assist growing water sport activation, including the construction of a boat ramp, pontoon and jetty.",Falls Creek Resort,Unincorporated Vic,Up to $2.50 million,Not yet commenced,Economic
1189,-37.0303198,147.277793,Local Economic Recovery Funding,Gateway to Alpine Adventure: Dinner Plain Activation,The project will fund development of the Dinner Plain recreation reserve and village centre to attract more visitors  during both the snow and green season.,Dinner Plain,Alpine (S),Up to $2.00 million,Not yet commenced,Economic
1190,-37.39801723,144.2916666,Local Economic Recovery Funding,Envite Invest - Training and Skills for Bushfire Economic Recovery,The project will fund Envite Environment to create trainee opportunities for young Indigenous people in the East Gippsland area to pursue careers in natural resource management.,Multiple,East Gippsland (S),"Up to $851,600",Not yet commenced,Economic
1191,-34.89984157,138.8738772,Local Economic Recovery Funding,Fabrik Arts + Heritage Hub Development,"The project will develop the former Onkaparinga Woollen Mills, to create a hub supporting creative industries, increasing tourism and providing opportunities for learning and social connection.",Lobethal,Adelaide Hills (DC),Up to $3.00 million,In progress,Human/Social
1192,-35.65537292,137.6051333,Local Economic Recovery Funding,From Fleece to Woollen Garment,"The project will provide funding for investment in mill machinery and a building to house the machinery, a retail area and tourist interpretive centre.",Kingscote,Kangaroo Island (DC),"Up to $900,000",In progress,Economic
1193,-35.6843,137.35115,Local Economic Recovery Funding,Wellness-led Tourism Resilience Initiative,"The project will fund initiatives and events to showcase the region's offering in 'wellness tourism', to ensure the region is positioned to capitalise on this untapped segment of domestic tourism.",Multiple,Adelaide Hills (DC),"Up to $395,000",In progress,Economic
1194,-35.70338,137.38863,Local Economic Recovery Funding,Collaborative Industry Rebuilding and Resilience Project,The project will be delivered by the Island's three industry associations to develop a comprehensive activation plan and marketing strategy to  draw visitors back to bush-fire affected communities.,Kangaroo Island,Kangaroo Island (DC),"Up to $315,000",In progress,Economic
1195,-34.86204062,138.8356197,Local Economic Recovery Funding,Rebuild and Enhance Fox Creek Bike Park,This project will reinstate and build the capacity of Fox Creek Bike Park to increase and enhance long-term recreation and nature­ based tourism opportunities.,Cudlee Creek,Adelaide Hills (DC),Up to $2.50 million,In progress,Human/Social
1196,-34.84205,138.97993,Local Economic Recovery Funding,Building Back Better Agriculture and Land Management,"This collaborative package of projects will support individuals and communities to build capacity, local networks and resilience, and build back better in terms of agriculture and land management.",Multiple,Multiple SA,Up to $8.93 million,In progress,Economic
1197,-35.96035549,136.9114699,Local Economic Recovery Funding,Workers' Accommodation - Western KI Caravan Park,The project will fund construction of new workers' accommodation to support rebuilding and recovery efforts in the western end of the island.,Karatta,Kangaroo Island (DC),"Up to $953,713",In progress,Economic
1198,-35.29848,138.51884,Local Economic Recovery Funding,South Australian Apiary Industry Project,"The program of works includes short, medium and long term projects supporting apiarists across bushfire affected areas of South Australia.",Multiple,Multiple SA,"Up to $680,000",In progress,Economic
1199,-35.048,138.71846,Local Economic Recovery Funding,SA Disaster Rebuilding Initiative - Vineyard and Horticulture Rebuild and Resilience Program and Resilience Program ,"The project will support the remediation and replacement of damaged vines, cherry and olive trees;  plus the further development of grower business  capability and a study of best practice fire remediation practices.",Multiple,Multiple SA,Up to $5.93 million,In progress,Economic
1200,-35.82781953,137.2397688,Local Economic Recovery Funding,Kangaroo Island Open-Access Telecommunication Infrastructure,The project will provide open access telecommunication infrastructure and increase internet coverage and capacity to Kangaroo Island.,Multiple,Kangaroo Island (DC),Up to $2.63 million,In progress,Infrastructure
1201,-35.78171639,137.2565157,Local Economic Recovery Funding,Parndana Workers' Accommodation,The project will fund construction of new accommodation at the Pardana caravan park that will enable workers to stay and rebuild the region.,Parndana,Kangaroo Island (DC),"Up to $800,000",In progress,Economic
1202,-35.77448,137.24588,Local Economic Recovery Funding,Parndana Early Childhood Education and Care Centre,The project will fund construction of a purpose-built Early Childhood Education and Care Centre to cater for up to 25 children in the Kangaroo Island township of Parndana.,Parndana,Kangaroo Island (DC),Up to $1.80 million,In progress,Human/Social
1203,-37.71363167,147.8403006,Local Economic Recovery Funding,Bruthen Recreation Reserve Facilities Upgrade,The project will upgrade Bruthen Recreation Reserve facilities to make them more accessible and support the growth of community sports.,,East Gippsland (S),Up to $1.07 million,Not yet commenced,Human/Social
1204,-37.4833 ,148.1667,Local Economic Recovery Funding,Buchan Accessible Canoe Launch and Signage,The project will construct an accessible canoe launch and install signage on the Snowy River in Buchan.,,East Gippsland (S),"Up to $40,250",Not yet commenced,Infrastructure
1205,-37.54400795,149.7455792,Local Economic Recovery Funding,Mallacoota Hall Major Upgrade,The project will upgrade Mallacoota Hall to enhance its capacity as a community emergency refuge and relief centre.,,East Gippsland (S),"Up to $818,000",Not yet commenced,Human/Social
1206,-37.17631381,149.7455792,Local Economic Recovery Funding,Mallacoota Golf Course Redevelopment,The project will fund redevelopment and revegetation of severely damaged Mallacoota Golf Course to support tourism and improve environmental outcomes.,,East Gippsland (S),Up to $1.89 million,Not yet commenced,Infrastructure
1207,-37.17631381,149.7455792,Local Economic Recovery Funding,Mallacoota Pony Club Facility Rebuild,The project will rebuild the Mallacoota Pony Club facilities that were destroyed by the bushfires.,,East Gippsland (S),"Up to $296,000",Not yet commenced,Human/Social
1208,-37.74477,148.03583,Local Economic Recovery Funding,East Gippsland Rail Trail Surface Upgrades,The project will upgrade the surface of the iconic East Gippsland Rail Trail.,,East Gippsland (S),Up to $1.50 million,Not yet commenced,Economic
1209,-37.79559856,148.5276569,Local Economic Recovery Funding,Marlo Community Hall Upgrade,The project will upgrade the Marlo Community Hall that plays a critical role as a community gathering point during emergencies.,,East Gippsland (S),"Up to $336,600",Not yet commenced,Human/Social
1210,-37.70357,148.45709,Local Economic Recovery Funding,Orbost Cultural Journey Walk for Community Healing,The project will fund the development of a cultural journey walk in Orbost that will support the community to connect with land and culture.,,East Gippsland (S),"Up to $362,000",Not yet commenced,Human/Social
1211,-37.20564,148.41564,Local Economic Recovery Funding,Goongerah Community Facilities and Support,The project will fund community participation and recovery through improved community facilities and support initiatives in Goongerah.,,East Gippsland (S),"Up to $87,260",Not yet commenced,Human/Social
1212,-37.458006,149.754621,Local Economic Recovery Funding,East Gippsland Mobile Play2Learn to support bushfire recovery,The project will fund the Mobile Play2Learn program to engage vulnerable families in informal play spaces and community events.,,East Gippsland (S),"Up to $432,549",Not yet commenced,Human/Social
1213,-37.88114111,147.9830754,Local Economic Recovery Funding,Lakes Entrance Recreation Reserve All Abilities Upgrade,The project will fund an all abilities upgrade to improve the visitor experience at the Lakes Entrance Recreation Reserve.,,East Gippsland (S),"Up to $402,125",Not yet commenced,Economic
1214,-37.25357327,147.7328089,Local Economic Recovery Funding,Swifts Creek Recreation Reserve Upgrade,The project will upgrade the Swifts Creek Recreation Reserve that is a critical asset for surrounding communities.,,East Gippsland (S),Up to $1.92 million,Not yet commenced,Human/Social
1215,-36.19462021,147.7664979,Local Economic Recovery Funding,Cudgewa School Park Revitalisation,The project will fund the revitalisation of the Cudgewa School Park including replacement of infrastructure that was destroyed in the bushfires.,,Towong (S),"Up to $170,000",Not yet commenced,Human/Social
1216,-36.21587241,147.1777219,Local Economic Recovery Funding,Tawonga Community Memorial Hall Upgrade,The project will fund improvements to the Tawonga Community Memorial Hall to enable it to be used as a relief centre and better support community events.,,Alpine (S),"Up to $850,000",Not yet commenced,Infrastructure
1217,-36.19191983,147.8999197,Local Economic Recovery Funding,Greening Corryong Bowls Upgrade,The project will replace the main green at the Corryong Bowls Club with synthetic grass for future simpler and cost effective maintenance.,,Towong (S),"Up to $244,600",Not yet commenced,Human/Social
1218,-36.6866589,147.1410469,Local Economic Recovery Funding,Growing Acres and Acres,The project will support the growth of a not-for-profit social enterprise that links volunteers to property owners to improve local food security via market gardens.,,Towong (S),"Up to $500,000",Not yet commenced,Human/Social
1219,-36.21643122,147.1776684,Local Economic Recovery Funding,Tallangatta Memorial Hall Upgrade,The project will upgrade the facilities at the Tallangatta Memorial Hall that was an evacuation centre and emergency services hub during the bushfires.,,Towong (S),"Up to $250,921",Not yet commenced,Human/Social
1220,-36.8807204,147.0657493,Local Economic Recovery Funding,Harrietville Community Hall Upgrade,The project will upgrade the Harrietville Community Hall that is both a relief centre and operational hub during emergencies.,,Alpine (S),"Up to $536,875",Not yet commenced,Human/Social
1221,-36.6866589,147.1410469,Local Economic Recovery Funding,Upper Murray Fire Affected Gully Systems Restoration,The project will fund the restoration of fire affected drainage lines and gullies in the Upper Murray.,,Towong (S),"Up to $247,800",Not yet commenced,Environment
1222,-36.19191983,147.8999197,Local Economic Recovery Funding,Corryong and District Memorial Public Hall Refurbishment,The project will fund the refurbishment of the Corryong and District Memorial Hall to modernise the facilities of a vital community gathering place.,,Towong (S),"Up to $354,351",Not yet commenced,Human/Social
1223,-36.73164613,146.9835586,Local Economic Recovery Funding,The Rotary Club of Bright Waterslide Replacement,The project will fund the replacement of the much-loved waterslide on the Ovens River in Bright.,,Alpine (S),"Up to $150,000",Not yet commenced,Human/Social
